id,name,gender,dob,dobp,dod,dodp,image,enwiki
Q105989458,Elise Foniyama Thiombioano Ilboudo,female,1964,9,,,,Elise Foniyama Thiombioano Ilboudo
Q106631627,Charlemagne Ouédraogo,male,,,,,,
Q108419389,Ousséni Tamboura,male,1968-12-13,11,,,,
Q108783686,Dominique Marie André Nana,,1960,9,,,,
Q1103939,Clément Sawadogo,male,1960-12,10,,,Clement SAWADOGO.png,Clément Sawadogo
Q110666454,Paul-Henri Sandaogo Damiba,male,1981-01-02,11,,,"Le lieutenant-colonel Paul Henri Sandaogo Damiba, Ouagadougou le 27 janvier 2022 (cropped).jpg",Paul-Henri Sandaogo Damiba
Q110703827,Lionel Bilgo,male,1981,9,,,,
Q111131079,Albert Ouédraogo,male,1969-04-06,11,,,Albert Ouédraogo (cropped).jpg,Albert Ouédraogo
Q111184239,Olivia Ragnaghnewendé Rouamba,female,,,,,,Olivia Rouamba
Q111223572,Valérie Kaboré,female,1965-12-31,11,,,,
Q112030717,Nicolas Meda,male,,,,,,
Q112391604,Salimata Nébié Conombo,female,1962-06-21,11,,,,
Q113623274,Aminata Zerbo-Sabané,female,1979-01-01,11,,,,
Q113961437,Aimé Barthélemy Simporé,male,,,,,,
Q114341246,Ibrahim Traore,male,1988,9,,,Ibrahim Traoré.jpg,Ibrahim Traoré
Q114698645,Moussa Kaboré,male,,,,,,
Q114698675,Ollo Franck Kansié,male,,,,,,
Q114698785,Maxime Lomboza Koné,male,,,,,,
Q114698846,Alkassoum Maïga,male,,,,,,
Q114698848,Modeste Yerbanga,,,,,,,
Q114698849,Ousmane Nacro,male,,,,,,
Q114698850,Ousséni Compaoré,,,,,,,
Q114698851,Salifo Tiemtoré,,,,,,,
Q114698852,Séni Mahamadou Ouedraogo,male,,,,,,
Q114698853,Victoria Ouédraogo,female,,,,,,
Q114702891,Smaïla Ouédraogo,male,,,,,,
Q114702905,Christophe Ilboudo,male,,,,,,
Q114702953,Mathias Tankoano,male,,,,,,
Q114702996,Abdoulaye Bamogo,male,,,,,,
Q114702997,Bowendsom Claudine Valérie Rouamba/Ouedraogo,female,,,,,,
Q114702998,Fati Ouedraogo/Zizien,female,,,,,,
Q114702999,Martine Kouda/Pabeyam,female,,,,,,
Q114703367,Abdoul Wabou Drabo,male,,,,,,
Q114703368,Abdoulaye Tall,male,,,,,,
Q114703369,Bassolma Bazie,male,,,,,,
Q114703370,Boukary Savadogo,male,,,,,,
Q114703371,Brigitte Marie Suzanne Compaore-Yoni,female,,,,,,
Q114703372,Charles Josaphat Zoungrana,male,,,,,,
Q114703373,Frédéric Ouattara,male,,,,,,
Q114703374,Innocent Kiba,male,,,,,,
Q114703375,Issaka Sourwema,male,,,,,,
Q114703376,Jean Alphonse Some,male,,,,,,
Q114703377,Karamoko Jean Marie Traore,male,,,,,,
Q114703378,Lazare Windlassida Zoungrana,male,,,,,,
Q114703379,Mahamoudou Zampaligre,male,,,,,,
Q114703380,Maitre Bathélémy Kere,male,,,,,,
Q114703381,Maminata Traore-Coulibaly,female,,,,,,
Q114703382,Omer Bationo,male,,,,,,
Q114703383,Robert Lucien Jean Claude Kargougou,male,,,,,,
Q114703384,Séglaro Abel Some,male,,,,,,
