position,positionLabel,country,countryLabel,jurisdiction,jurisdictionLabel,inception,abolished,predecessor,predecessorLabel,successor,successorLabel,deputy,deputyLabel,list,listLabel
Q18204360,Minister of Foreign Affairs of Burkina Faso,Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,,
Q18339650,Member of the National Assembly of Burkina Faso,Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,,
Q20995488,President of Burkina Faso,Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,,
Q28133105,Prime Minister of Burkina Faso,Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,Q1434747,list of prime ministers of Burkina Faso
Q30590111,ambassador of Burkina Faso to the United States,Q965,Burkina Faso,,,,,,,,,,,,
Q38258039,ambassador of Burkina Faso,Q965,Burkina Faso,,,,,,,,,,,,
Q38258079,ambassador of Burkina Faso to Austria,Q965,Burkina Faso,,,,,,,,,,,,
Q40109340,ambassador of Burkina Faso to France,Q142,France,,,,,,,,,,,,
Q40338039,ambassador of Burkina Faso to Canada,Q965,Burkina Faso,,,,,,,,,,,,
Q43382394,ambassador of Burkina Faso in South Africa,Q965,Burkina Faso,,,,,,,,,,,,
Q43382443,ambassador of Burkina Faso in Senegal,Q965,Burkina Faso,,,,,,,,,,,,
Q94701165,president of the National Assembly of Burkina Faso,Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,,
Q94701265,vice president of the National Assembly of Burkina Faso,Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,,
Q98846005,Minister of Finance of Burkina Faso,Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,,
Q112030491,Minister of Health of Burkino Faso,Q965,Burkina Faso,,,,,,,,,,,,
Q112709348,Minister of Education of Burkina Faso,Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,,
Q113623389,"Minister of Digital Transition, Posts and Electronic Communications of Burkina Faso",Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,,
Q113961433,Minister of National Defence of Bukina Faso,Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,,
Q114698027,Minister of Communication,Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,,
Q114698053,"Minister of Culture, Arts, and Tourism of Bukina Faso",,,Q965,Burkina Faso,,,,,,,,,,
Q114698063,Minister of Gender and Family of Bukina Faso,,,Q965,Burkina Faso,,,,,,,,,,
Q114698133,Minister of Youth and Employment of Bukina Faso,,,Q965,Burkina Faso,,,,,,,,,,
Q114698148,Minister of Justice of Bukina Faso,,,Q965,Burkina Faso,,,,,,,,,,
Q114698152,Minister of Security,Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,,
Q114698173,Minister of Territorial Administration of Bukina Faso,,,Q965,Burkina Faso,,,,,,,,,,
Q114698182,Minister of Agriculture,Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,,
Q114698190,Minister of Water of Bukina Faso,,,Q965,Burkina Faso,,,,,,,,,,
Q114698210,Minister of Higher Education of Bukina Faso,,,Q965,Burkina Faso,,,,,,,,,,
Q114698220,Minister of Environment of Bukina Faso,,,Q965,Burkina Faso,,,,,,,,,,
Q114698255,Minister of Industry and Commerce of Bukina Faso,,,Q965,Burkina Faso,,,,,,,,,,
Q114698273,Minister of Urban Planning and Housing of Bukina Faso,,,Q965,Burkina Faso,,,,,,,,,,
Q114698280,Minister of Energy and Mines of Bukina Faso,,,Q965,Burkina Faso,,,,,,,,,,
Q114698286,Minister of Infrastructure of Bukina Faso,,,Q965,Burkina Faso,,,,,,,,,,
Q114698306,Minister of Animal and Fishing Resources,Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,,
Q114698321,Minister of Sports and Recreation of Burkina Faso,,,Q965,Burkina Faso,,,,,,,,,,
Q114698339,Minister of Transport of Bukina Faso,,,Q965,Burkina Faso,,,,,,,,,,
Q114698388,Minister of Public Service of Bukina Faso,,,Q965,Burkina Faso,,,,,,,,,,
Q114702976,Minister Delegate for Economy,Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,,
Q114702981,Minister Delegate for Foreign Affairs,Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,,
Q114702985,Minister Delegate for Communication,Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,,
Q114702987,Minister for Social Cohesion and National Reconciliation,Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,,
Q114702993,Minister of Prospective and Structural Reforms,Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,,
Q114703304,Minister of National Solidarity and Humanitarian Action,Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,,
Q114703309,Minister of Religious Affairs,Q965,Burkina Faso,Q965,Burkina Faso,,,,,,,,,,
